0	Not Specified
1	Linux
2	Macintosh
3	IRIX
4	Windows NT
5	Windows 95
6	SunOS
7	FreeBSD
8	Windows 98
9	VMS
10	OSF/1
11	OS/2
12	Windows 3.x
13	Amiga OS
14	AIX
15	HP-UX
16	SEGA Saturn
17	WebTV
18	Acorn RICS OS
19	BeOS
20	Perl LWP::UserAgent Library
21	HotJava Browser (OS unavailable)
22	Windows 9x/NT
23	Windows 2000/NT 5
24	Keynote
25	Windows ME
31	Windows XP
32	Pocket PC
33	Windows CE
34	PalmOS
35	Offline Data Import
36	Windows Vista
37	Media Center 2004
38	Media Center 2005
39	Windows Server 2003 and XP x64 Edition
40	Macintosh (iPhone)
41	Windows 7
42	Playstation 3
43	Adobe AIR
44	Windows 8
45	Windows 8.1
1319370	Android 4.2.2-M2
3096463	Android _Dressapp
3151763	Android 2.0.0-R-20130404
3747790	Android 2.2
4778064	Android 0.091440
5438464	Android 10.10.1111
5713025	Android 15.8.97
5756709	Android 2012.3-R-0829.1849
5980154	Android 16.2.2
6248497	iOS 3.0.9
6426766	Android 2.3.6-fahmi
7124683	Android 4.8.3
7426828	Android Linux
8280539	Android 10003.56
9186093	Mobile iOS 4.3.5
9291209	Android HALO
9598636	Symbian v9.4
9831406	Android 1.2.0-R-20140124
9869526	Linux - Fedora 3.6.4-2
9977642	Android 1.6.0-D-20140424
10827802	Android 442.0
10911128	Android 5000.100.100
11326928	Android Genocide
11604056	OS X 10.10.0
12026341	iOS 2.1.3
12077268	Android 2.3.7_self-only
12330385	Android 4.2.2_s8v01_20131025
13103615	Android 10.8
14978457	Android 106.5.3
15516376	Android Epic_Experience_v1.2.04
16506979	Android 4.2.2-HiSTBAndroidV500R001C00CP0005
17326317	Android 3.8.7
17378866	iOS 6.3.55
17887436	Android Cyberus
17958608	Android 01.00.09
18522912	Android BalabanTURK
18675314	Android Si
19010439	Android 10.02
19068402	Android 8.8.0
19100429	Android Mehes
19361755	Rex DG26
19372296	Android 2.2.1pro
19429466	Symbian 2.8
19679036	Android 12.4
19994698	Android 4.0.04
21454470	Android null
21478748	Android 99
21900887	iOS 6.18
22095230	Android Boca
23917047	Android 2.3.6LA4
24720937	Android AndroidK
25101680	Android 1.6.0-R-20140523
25712182	Android 5.7.5
25766573	Android 10000000000000000000000000000000000000000000000000
25835934	iOS 6.5.2
26599163	Android Enigma
27117917	Android 9.8.0
27194246	Android Motorola
28334031	Android 5.5.7
29127237	Android 7.4.2
29747416	Android _4.3.1
30196348	Android 100.10.6
30924579	Android U705_V2.12
33594805	iOS 6.10.184
33736295	Android Dak
35523639	Android v1.02_15.14-FR--2011
35696412	Android Sunny_4.0
37541549	Android V4.0.3
37682219	Android 2.4.10
38009349	Android 800000.0
38625286	iOS 7.9.1
38933496	Android v1.02_15.14-M_RU
39559490	Android _B1
39705112	Android 4.9
40374054	Android 4.0.4-2013-08-21-v1
40423352	Android 4.0.9
41236782	Android 2.3.7_q
41261219	Android Android 2.2 / M76XXTSNCJPLYM6036
41515781	Windows
41783955	Android 4.0.3-1
41934156	iOS 4.7.7
41950381	Android Death
42361320	Android 7.0.1
42999141	Android Marco
43077199	Linux - Red Hat 3.6.17-1
44357326	Android 10.6.7
44768944	Android 101118_V04
45063150	Android 4.3jnz
45179228	Android WMT
45383567	iOS 4.3.3.
46710037	Android 4.0.3-GT2
47847831	Android Howard
47905216	Android 2.3.6-by-vaibhav
48756715	OS X 11.8.5
51010944	Android A200
52774122	Windows 7 NT 11.06.3
53600496	Android -tablet
53946150	Android 7.4.3
55155473	Android chrysanthemum
56530238	Android 4.4.2KK
57870022	Android 22.3.4
58003647	Android 4.1.23
58133032	Android 1.2.0-R-20140122
58622304	Android 10.6.4
59973518	Android Madrid.5.0
60286749	Android Android4.9
60712105	Android Prashant2.3.6
60768700	Android 7.11
62049036	iOS 4.1.8
62081083	iOS 20.11
64210781	Linux - Fedora 3.1.18-1
65011442	Android 4.2.2_s8v01_20130820
66063497	Android 9.0.1
67268216	Android 4.2.2_s8v01_20140417
67307317	Android Waberdroid
68779461	Android Dualcore-4.0.0
69129358	Linux - Fedora 3.1-0.7
70064661	Android Marra.O.S
71061476	Android 2.2.1_TVR
71337589	iOS 7.4.5
71621690	Android Android_2.1
72892442	OS X 10.5.2
72953157	Android 1000.9.9
74295759	Android cucho
74340697	Android Build
74579760	Android DEL
74827798	Android 133453.3464477.07543
75109767	Android 4.1.1_edited_by_P
75232463	Android 3.9.4
75276331	Android RodherStyled
75331412	Android 22..3
75961568	Android 0.4.1
76215521	Android Bakpia
76426274	Windows 7 NT 5.0
77021718	Android 1.6.1-R-20140410
77307767	OS X 10.9.1.
77622081	Android 4.0.12
77648451	Android 1.6.1-R-20140401
78178487	Android 4.32
78348782	Android 3.01kitkat
78831637	Android FaperZon
79117787	Android .
80393033	Android Cross_id
81325501	iOS 3.0.3
82121111	iOS 1580536903
83088821	Android SandwichXperia
83485386	Android 24.4.3
84559875	Android LEMPER
85069620	Android 2.3.7_star
85681273	Linux - CentOS 3.0.7-2
86145489	Android _T
86493214	Android 4.1.1
88094500	Android Win7
88205293	Android Make
89349797	iOS 7.0.
90209197	Android 14.09.1992
91039352	Android 4.2.2-2013-09-20-v1
91295979	Android 3.1415926
91439965	Mobile iOS 3.1.3
91475428	Android 1.7.2-D-20140520
91536221	Android 1000000000000000000000000
91958860	Android 4321
92519233	Android 1.13.01
92985946	L4 AMSS6800/53203
93200575	Android 9930146432
93632247	Android 2.9.3
94022947	Android 0.02
94671612	Android 3.0.6
95130557	Android SDK
95397144	Android _for_H7
95438189	OS X 10.9.181
96878920	Android 2.4.13
97968891	Android 1.0.0-R-20130930
98164808	Android 2.3.744
99480117	Android 9999999999.999999999
99581602	RIM 9.16.0
99910234	Android 299877.9
99924089	Mobile OS X 10.8.6
100367040	Android iphone10000
101551166	Android 1.2.0-D-20140107
101772872	Android SDX_FROYO_DL25_RC4_2.2.1
101813737	Android 8.8.16
101830623	Android 4.4.4
102555322	Android 9.5.5
102820973	OS X 10.8.
102860200	Android 24.12.97
102928853	Android 2.0.0-R-20130512
103688170	Android WP8
104253079	RIM 5.0.035
105591290	Android 1.3.6
106265745	Android noobnl-Radioactive-Froyo-v2.0pre2
106583137	iOS 2.1
106918897	Bada Windown Mobile 6
107085933	Android 2.0.0-R-20130516
107313562	Android 0.0.2
107473768	Android 4.1.1_jockiller
108264273	Android p-profile
108899518	Mobile iOS 4.2.7
109385365	Android TDK
109566547	Android 9.27.99
109667038	Android 2.3.5-k
109802800	Android 10.4.6
110199614	Symbian 3.0
110642698	Android Heavy
111260735	Android 777777777.0
111343870	Android 0.8.0-D-20131019
111749743	Android NexPlayer
111831044	Android 2.14
111938717	Android 2013.6.15
114343602	RIM 4.02.1
114714207	Linux - Fedora 1.5.0
115209602	Android M7M
115511281	Android 0.8.0-D-20140225
116083755	OS X 10.5.11
116251997	Android Android4.0.4
116253618	Android 11.11.91
116472992	iOS 5.5.1
116503990	Android Babalo
116922369	Android 2.3.1-svn283
117752102	Android 40.0.0
118374248	Linux - Ubuntu 9.25
118862968	Android 5.2.8
119128773	Android -W720
120025202	Linux - Red Hat 3.6.9-5
120610949	Android 2.2.7
120692867	Android 4.1.2ri
121646806	Android 8861
123117682	Android 2.3.4_Tiago_sz_Ester
123585278	Android RushDroid
124798823	Android Hey
125424472	Android 4.1.jelly
126445872	iOS 7.0.88
127286904	Android 4.1.c
127295321	Linux - Fedora 3.5.1-3
127603047	Android 2012.3-R-1103.0957
127670295	iOS 27.0.2
127675272	Android 1.0.0-D-20131031
127967264	Android 16
128768648	Android DarkBandit
129789483	Windows XP NT 5.7
130467548	Android Akky
130793250	Android 4.1.1-2013-08-02-v1
132136261	Android 8.0.3
136746828	Linux - Ubuntu 10.1
137121360	Android 1.2.1-R-20140224
137479950	Android 4.4.2KitKat
138061853	Mobile OS X 10.4.4
138452883	Android 4.10.5
138649831	Android AFX8
138752349	iOS 5.0.3
139923944	Android 9900sp
140809860	Android 5.5.221
141034017	Android Modd
141393786	Android 500000000000000
142088693	Android 3.5.4
142275346	Android 9.5.3
142707349	Android Miracle
142975705	OS X 1064
143760123	Linux - Fedora 4.0-0.3b6
144155444	Android 3.4.7
144621015	Mobile iOS 4.3.2
144749534	iOS 612
145625158	Android AnonGhost
146799569	Android 4.1.2398950117
147497947	Android Mhackoy
148500252	Android 2.3.6-
148604838	Android 1000004.3
148817010	Android 30.30
148975646	Android SKYL1N3
150198084	iOS 6.35.54
151104081	Symbian 5.2
151648331	OS X 10.5.1
151662736	Android 2.3.6-V2
152648824	Mobile iOS 5.0.1
152815433	Android 8.7.1
152863426	Android _Style_V-W_
153450435	Android 17.30
153657601	Android 4.2.2_r1
154906261	Android Masik
155266829	Android v11.06
155356667	Linux - Arch
155490209	Android XHS_v01
156118724	Android Limited
156536967	Android 4.019
156629533	Brew AMSS6195
156715489	Android Advanced
157034294	Windows XP 95
157616668	Linux - Fedora 3.0.2-1
158024747	Linux - Fedora 3.3.7-1
158491256	Android 3.01
158954769	Android GALAX_Android4.1.2
159229087	Android 9179105875
159857581	Android A.7.X
159949065	Android SconcauTeam
160415476	Android Himangshu
161429072	Android 4.0.4Xsear
161499586	Android 10.5
161541398	Android _X
161764140	iOS 7.00.4
162635934	Android CM7
163422112	iOS 6.4.9
163853689	Android 1.2.0-R-20140111
163919855	Android 1.6b7
165425795	Android 12.0.4
166610858	Linux - Fedora 3.0.13-1
168007216	Android 4.1.11
168855753	Android 15.3.6
169073511	Android 4.11
169386486	Android 6.27.85
169841405	Android 4.5.4
170291933	RIM
171351478	Android 2.1-test3
172425479	Android 10.1.1
172699575	Android 4.4.9600-TrueHD-NormallyAudio
173204094	Android EleganceSwift
174876171	Linux - Fedora 3.6.4-0
175303548	Android GINGERBEAN_final
175749737	Android HongQiao.4.2
176139631	Android Basic_DL05_2.2.1
176352502	Android Samosa
176612130	Android -W533
178070463	Android 9.6.9
178150746	Android 4.2.2ro
178156212	Rex DMSS6100/6.2
178600921	Android Yet
178780762	OS X 15.5.7
178938536	Android 100.1.2
179186179	Android 4.1.nux
179626440	Android 131220
180218102	Android -Game
181531058	Android 2.8.0
182757804	iOS 05.11.07
183772167	Android CM
183956058	Linux - CentOS 3.6-2.el5
184164576	Android 400000.100000
184415385	Android 420-Fadded
184809156	Android Anku
184830864	Android 3.6
185373249	Windows XP NT 9.1
185408319	Android MY
185713475	Rex DMSS6055/3.3
186304396	iOS 3.0.2
186341070	Android 5.0.9
186402909	Android 4.5.0
186951589	Android 4.0.4-hsrose-tinhte
187396483	Android 5.2.1
187889658	Android 4.1NGE
188347078	L4 QSC6075
188845740	Android 4.5
190257447	Android 4core
191333985	Android 4.0t
192640770	Windows Mobile Windown Mobile 6
192655934	iOS 5.9.0
192691362	iOS 6.35.52
193073918	Android _4.4.2
193204353	Android 1.0.0-R-20130923
193617910	Android Speed
193993574	Android 4.4.8
195963505	Android 2.2.11
196147746	Android Mi
196483408	Android 4.12.45
196504186	Windows XP NT 5.12
198327284	Windows XP NT 4.0
199232748	Windows 8.1 8.1
199242283	Android 4n1.2
199791933	Android 5.0.0-preview
200053034	iOS 4.3.1.0
200379759	Android 4.1-update1
201305656	iOS 5.1.4
202313790	Linux - Fedora 3.0.7-1
202700558	Android VRM
203207677	Android DG2.30
204103442	Android 5.0.
204475917	Android 2.3.7-Jeremy
204507988	Android 2.4-
204748907	Android 2.1-update1-v1.1
206009940	Android 3.2.6
206010337	Android 4.2Jellybean
206907778	Android 5.10.9
207316204	iOS 4.1.1
207777126	Android SURAMADU
207960149	Linux - Fedora 3.6.1-2
208713669	iOS 4.3.8
209513912	Linux 10.2011.25
209939160	Android id
210743978	Android a.m.i
210907112	Android 1.0.0-R-20131115
211523406	Android VIP4.4.2
211743199	Windows 8 NT 6.2.2
212953052	Android 4.3c
213778804	Android Dont
213924030	Android 20.6.9
214816810	Android 1.12.93
215124271	Android 1.10
215163564	Android Hybrid
216188557	Android 6.9.6
216330263	Android 1.6.0-R-20140120
216353455	Android noobnl
216827875	Windows 7 NT 9.06.1
217085773	Nucleus 2.2
217760184	Linux - Red Hat 3.0.15-3
217835203	Android Heroic.Epic_v1.0
217993462	Windows 8.1 NT 6.2
218054672	OS X 1.3.3.7
218200684	OS X 10.4.5
218266137	Android 6.0
218904460	Windows XP NT6.1
219716406	Android M2_
220740348	Android 1.6-update216ACADEV
220883275	Android ScarletMOD
222223664	Windows 2000 NT 5.01
223589228	Android CM9Xperia
223634965	Android Coolpad8076
225156344	Android REL
225341472	Android 4.2.2-2013-11-26-v1
227625920	Android 2.3.7_AnZhi_Always
228093314	Mobile iOS 4.3.5
228419989	Android liuli100.0.1
228854813	RIM 2.7.0
230978942	Android 447.94
231530316	Android 2.3.6_TheTrooperRom_v2
231632699	OS X 999999999999999999999999999999999999999999999999999999999999999999999999999
231800718	Android 2.2.2_
231944003	Android 2.1.
232262478	webOS 11.4.5
232583321	Android 10.4.3
233064149	Android ubuntu
233940825	Android 2.2-update1
234134940	iOS 42
235713392	Android 3.6.0
235904583	Android 11.8.91
237042365	Android RCMix_v2.2_WWE
238023366	iOS 5.1..2
238505971	Android 12.2.87
239107619	Linux - Ubuntu 10.10Chromium
239192370	Android 182
240923892	Android semau.gue.donk
241259991	Android S60V2
241412601	Linux - CentOS 3.0.18-1
242185815	Android 2.6.9
242545291	Android 3.4.2
244959548	OS X 10.10
246326574	Android 2.0.0-R-20130408
246555132	Android -
246718043	Android 11.2
247062334	Android 4.04.4
247123367	Android Al
247212577	Android 9.9.
247372763	Rex DMSS6050/3.2
247534038	Android Aky
247925638	Android v6.1.61
248106064	Android Android_Gingerbread_2.3.6
249052256	Android 4.04.0
249923584	Android 4.4.37278
250394475	Android Polish
250724333	Android nilesh849
251699686	Linux - Fedora 3.5.7-0
251723975	Android 2.3.7_AnZhi
253798586	iOS 5.01
255876428	Android cejas
257208766	Android 100.4
258619091	Android 2.3.4-cos
259120023	Android GT-I8910
259778930	Android A
261529968	Android 4.4-Integrated
261961100	Android 9.5
262850070	Android 11.0.3
262870768	Android 6.2.5
263399435	Android 444.0
263536154	Linux - Red Hat 3.1.7-3
264064542	Android aasayankneng
267445004	iOS 9999999999999
270558818	Android WMT2.1.1_105
270781875	Android 300.0.4
272080752	Android 4.13
272175931	Android 999999999999999999999999999999999999999999999999999999999999999999999999
272589534	iOS 9.1.3
272907504	Android EXCEPTIONAL
273077907	Android MIUIv4
274197186	Android 4.2.2Jelly
275031686	Android ver
275524920	Android 2.3.6-V1
276176789	Android 6.2.7
276463689	Android 2.3.3mod
276576012	Mobile OS X 10.8.9
276851763	Android 5.9.10
277696652	Android Demandroid
278629762	Rex QSC6075
278993867	Symbian 6.63
278994556	Android 8.0.0
